Rating,Review
2,Saat pertama kali datang sangat bagus kedua kalinya ternyata masih tahap renovasi Semoga lebih bagus lagi yang saya sayangkan hanya pegawai perkir yang tidak provesional mengatakan hanya boleh parkir di area depan ternyata setelah kami banyak mobil yang bisa parkir di dalam Kami harus jalan jauh 
3,Berkunjung ke solo bukan pada akhir pekan memutuskan pergi kesini Taman buatan di pinggir sungai bengawan solo dengan biaya parkir 3rb dan bebas HTM Pintu masuk berupa tangga dan untuk difabel ada lift khusus Tempat ini terkesan sepi pengunjung dan stand pedagangpun hanya 1 yang buka Mushola kotor tak terawat WC sampingnya pun tak ada toiletnya
1,Niatnya mau nyantai nyewa glamping eh tau nya berisik banget DJ nya sampai tengah malam Mending jgn nyewa glamping disini dah harga nya elit kenyamanan sulit Kalau mau mencari kenyamanan saya lebih merekomendasikan ke Kiki beach
2,"Sering ke tempat ini saat minggu pagi Lumayan ramai pengunjung mulai dari yang jogging senam jalan sehat bersama kawan dan keluarga Terdapat berbagai jenis jajanan juga buat yang suka kulineran Jalan aspal bagian belakang perlu perbaikan toilet laki air flushing nya rusak
Sedikit kecewa dengan pungutan biaya parkiran dan toiletnya Kota besar seperti Balikpapan harusnya gratis untuk fasilitas umum seperti itu"
1,"Kunjungan kedua sangat diluar expetasi gak ada lagi yg menarik Semua sudah tidak terawat semak lebih tinggi dari bangunan
Management harus berbenah biar pengunjung tidak kecewa"
1,Tahun awal 2000 masih enak nongkrong disini makan nasi merah dulu 1000 rupiah haha
4,Beautiful building can be made more interesting by displaying real Indonesian money with proper explanation Staffs are very friendly It has big potential to be better museum maybe with some informative video about the history of money and Bank Indonesia Im ready to revise my review to 5 stars when proper improvement made
3,Seperti umumnya museum di Indonesia tidak mendapatkan perhatian pemerintah Museum jadi tempat kuno Potensi besar untuk wisata
2,semakin kesini kok wisata nggak dirawatkolam renang kotor bangettrus tempat duduk di area pancing ikan anak kotor banyak banget kotoran burungnyapokoknya sekarang wisata taman lele nggak bagusharus terus di benahidemi kenyamanan pengunjungnya
3,"Bagus untuk spot photo dan video
Atau mau prewed juga bisa
Langsung aja datang untuk menikmati pemandangan nya berasa di luar negeri versi low budget Eheh"
5,Ada vilaresortkolam renangaulakebun buahparkingkantinkafe bagus acara keluargaTempak kemah kamping view bendungan
4,Selasasabtu 30k sabtu minggu 40k senin tutup Loker 10k deposit 10k Sekarang sudah tersedia kolam baru kedalaman 12 m Seru berenang disini
2,Biasanya sih tempat orang mancing mancing buang suntuk foto tersebut gambaran jalan
3,Tempat yang cukup menarik untuk mempelajari kembali kisah KHSamanhoedi dan organisasi Sarekat Dagang Islam nya
4,"Tempat nya masih alami  dg udara bersih yg sejuk  cocok utk pelepas lelah di akhir pekan  benar2 hawa pegunungan
Catatan  akses jalan mohon diperhatikan utk kenyamanan pengunjung"
5,Banyak areatempat buat duduk serta yang jualan mulai dari makanan khas solo makanan jadul mainan hewan peliharaan aksesoris baju batik ada dan kualitasnya okee
1,Kesana weekdays permainan cuman ada sepeda pancal biasa  bom2 car tdk ada yg naik Playground nya aja ditutup padahal tdk butuh listrik utk beroperasi Masuk dr depan sdh diminta tiket 15rbanak  25rborg dewasa Setiap masuk permainan jg disuruh bayar Tenant makanan jg yg buka sgt sedikit  tdk menarik Rugi banget bayar masuk tdk ada yg bisa dinikmati sama sekali Nggak tau lagi ya klo weekend
2,"Pelan pelan mulai lagi banyak ngamen
Dan mulai kembali parkir liar dlm lok anjungan dgn modus pakekan pembungkus pd helm pengunjung
Padahal sebelum nya sudh mulai nyaman tanpa ada nya pengamen dan parkir liar"
5,Anjungan kota Semarang Tempat pertemuan sekaligus wisata di taman puri maerokoco PRPP Jawa Tengah  dengan pemandangan hutan mangrovnya yang Indah Dan wisata yang murah  Ayo kunjungi
5,bagus sekali view nya disana 
1,"Bad management Cant run a great event thats beneficial for all parties My advice for UMKM considering to open food stand in OCARINA is simply just DONT It is not suitable for UMKM They charged  2000k for 10 days event but their place was mostly so dead Save your money dont pay for that amount they advertise because their visitor number is fewer than the visitor on public cemetery near ramadhan season lol So not worth it

To the management please get better ideas to engage more visitors And find good reasoning before you set your rent fee 2000k for 10 days What a lie The event was only for 4 days  and at least provide a dry place You put us on some pond Lol

Wont ever come back here"
1,Sepi dan tidak terawat banyak yang rusak biaya 20rborang
3,Agak susah parkiran kendaraan nya jika berkunjung di weekend
2,This is my first time visiting farm house lembang dan keisni untuk me time karena kebetulan saya dr depok yang ikut ortu dinas ke bandung selama beberapa hari jadi memutuskan untuk ke farm house lembang ini karena lokasinya yang deket hotel namun saya merasa kurang nyaman selama berkunjung disini Pertama dari gate masuk ada mas2 yang ngomong sendirian aja neng Mau ditemenin nggak Sambil cengengesan sama mas2 lainnya ada 2 penjaga di gate masuk Dari situ saya udh ga nyaman kok bisa ya pekerjanya berani ngomong kayak gt ke pengunjung Mentang2 saya sendirian kesana kedua tiket masuk 35k bisa dituker sama susu dan ini saya kaget size cup susunya kecil banget setau saya ngeliat di socmed perasaan size cup susunya gede deh dan untuk tiket masuk 35k saya merasa kurang worth it dengan aktivitas yang bisa dilakukan di dalam Hewannya ga banyak dan ini saya baru tau ternyata farm house lembang tuh kecil banget ya saya ngelilingin sampe abis cuman butuh waktu kurang dari 30 menit diluar main2 sama hewan  Beneran pas udh selesai kayak lah udh gini doan well maybe my expectation was way too high Terus kemarin kesini pas weekdays dan bisa dibilang cukup sepi untuk tempat yang udh sekecil ini saya ga banyak papasan sama pengunjung lain cuman pas di zona mini zoo aja baru pengunjungnya keliatan banyak Dan parkir mobilnya lumayan digetok ya sekitar 1015k gt saya lupa padahal saya disana gaada sejam yang baru pertama kali mau kesini silahkan aja tapi jangan berekspektasi ketinggian karena ini blass gt doang bangunan2nya juga keliatan maaf sedikit usang dan kurang terawat mungkin untuk pihak pengelola bisa dilakukan perubahan tema supaya kedepannya ga kehilangan pengunjung
4,Sudah berkali kali kesini dari awal buka dan terakhir kemaren  07 oktober 2023 Em gimana ya karena ini taman burung jadi dari segi banyaknya burung sudah jauh sekali berkurang dr awal2 kesini tampilan tempat sebagian cat sudah luntur dan berdebu tapi ini lg musim kemarau dgn kondisi asap dan angin lagi para sekali pengawai nya ramah ramah terutama mba yg jaga burung kakak tua biru yg bisa difoto dgn pengunjung
1,"Di sini ada banyak jasa foto Perfoto 5 ribu Hati2 yg mau pake foto jasa di sini saya kena permainan yg dia bilang saat setelah foto untuk pemilihan foto hanya sekali putaran di kamera dia padahal sebelumnya saya pernah pake jasa foto di sini sudah dua kali dengan waktu bulan yg berbeda tapi mereka tidak ngotot untuk sekali putaran untuk pemilihan foto

Kemudian permainan dia yg lain kita terus diarahkan berfoto yg sebanyak2nya padahal itu untuk ambil permainan keuntungan dia supaya dapat untung banyak Mending bagus2 lah ini pengarahan gaya foto aja jelek sembarang diarahkan hasil foto jg ga bagus2 amat

Lalu dia berbohong seakan foto kita sedikit padahal sudah banyak 26 foto saja dikalikan 5 ribu bisa sampe 130 ribuan itu terbilang mahal dengan pengarahan gaya foto yg asal jepret dan hasil foto jelek dibandingkan di tempat wisata yg ada di Ciwidey saya dapat paket 75 foto 100 ribu dengan hasil foto dan berlatar pemandangan foto bagus dan diarahkan gaya yg bagus

Dari permainan ini seakan kita dipaksa untuk menghasilkan foto yg banyak dengan hasil yg jelek2"
5,"Salam 1 Jiwa
AREMA ONGIS NADE 

Rekomendasi tempat wisata unik di kota Malang bagi yang malas atau kejauhan buat liburan ke kota Batu

Salah satu kampung tematik di bantaran sungai Brantas dulu katanya kawasan kumuh namun dengan aksi pemerintah setempat dan warga akhirnya berhasil merubah tempat kumuh menjadi kawasan yang cantik dan bernilai wisata

Berbeda dengan tetangganya yaitu kampung Jodipan yang full color alias berwarnawarni kampung ini semua rumahnya dicat berwarna biru muda dan biru tua warna khas AREMA FC 

Suasana lebih sepi dibanding kampung Jodipan saya kesini Selasa 111022 siang suasana sepi banget dan gak ada tiket masuk alias GRATIS"
3,Saya pertama kali kesana tidak puas dengan suasana nya karna tempat nya terbagi bagi gitu gak satu tempat jadi gak leluasa tempat nya sedikit gelap okelah makanan disitu banyak jdi bisa sambil jajan2 santai
5,"Bagus banget  Cocok buat nyantai Sore dan juga masih asri Lingkungannya
Saya harap bisa kesini lain waktu untuk menghilangkan penat kak tubuh  tempat Luas Saya suka"
5,Tempat bersejarah dengan banyak cerita pemerintah harus pro aktif mengumpulkan literasi2 terkait kampung ini agar generasi yang akan datang dapat dengan mudah belajar tentang sejarah tempat ini
2,Tidak adanya kepedulian terhadap kebersihan danau dan juga perawatan berkala mungkin kalau di keruk danau akan mengeluarkan banyak lumpur dan sampah danau sangat kotor dan tidak enak untuk dilihat kalau barang barang jatuh kedanau atau kita jatuh ke danau mungkin harus di cuci 10 kali wkwkwk lol berfikit dua kali kalau ingin masuk ke dalam danau menaiki sampan atau perahu
3,"Mumpung di Makassar mau mengunjungi salah satu historical sitenya yaitu Benteng Sumba Opu Letaknya nggak terlalu jauh dari pusat kota dan dekat dengan pemukiman warga Di sekitar Benteng Sumba Opu juga ada wisata rumah adat masyarakat Bugis

Waktu sampai sepii sekali nggak ada pengunjung Ada juga beberapa anak sekolah lagi bikin tugas video senam Area bentengnya nggak terlalu luas jadi bisa dikelilingi dengan cepat Di puncaknya ada rumah kecil cuma untuk bentengnya seperti kurang terawat

Keliling ke rumah adat di sekitarnya juga sepii banget cuma ada saya kayanya Padahal bagus kalau bisa dimanfaatkan untuk edukasi Di daerah rumah adatnya juga minim informasi yang bisa dibaca Semoga ke depannya bisa dikembangkan lagi ya"
4,"Sekarang udah bisa liatliat interior dalemnya disini karena dibuka kafe yang hits banget
Dulu katanya pas awal pembukaan harus waiting list segala untungnya kemarin pas kesana gak waiting list
Harga makanannya lumayan mahal dengan porsi yang standart Total berdua untuk makan dan minum kopinya sekitar 230rban"
1,"Tempatnya bagus tapi ga mau lagi ke sini karna ada bapak bapak mungkin warlok ngatain kita sambil berjalan dan nadanya agak tinggi kurang lebih kalimatnya sekolah ngga Kalo ngga sekolah dulu sana biar belajar

Padahal saya niatnya mau parkir tapi agak terlalu maju sedikit dan pas mau putar balik udah dikatain  Entah niat bapaknya apa tapi harusnya ga perlu ngatain bawa bawa sekolah  jadi merasa direndahkan"
5,taman bermain cocok untuk anak  banyak pohon gede dan sangat rindang
1,Tolong dong buat pengurusnya tempatnya di perbaiki kalau memang dijadikan tempat wisata masa pas pertama buka aja bagus setelah itu hancur Kan kasihan orang2 seperti saya yg benar2 mencari tempat rehat dari hiruk pikuk perkotaan
1,Untuk mall sebesar ini sesuai dengan namanya BIG MALL tetapi tidak ada layanan penyewaanpeminjaman kursi roda Sangat di sayangkan sekali mall sebesar ini tidak menunjang untuk konsumen disabilitas dan lansia
5,Tempatnya buat wisata emang bagus jajanannya buanyak pilihan dan enak enak cuma sayang musholanya kurang luas kalau kebetulan pas lagi musim liburan jadi kurang nyaman sholatnya
4,Pertama ke Avros menu biasa saja tdk ada yg chas Cuma suasana asik di halaman luas yg disukai ibuk2 n anak muda bisa berkaraoke Cuma orang yg bernyanyi tdk sadar di untung kl sdh naik tdk mau turun Maunya yg nyanyi di batasi  2 a 3 nyanyi buat group yg naik 34 orang biar yg lain bisa nyanyi juga Itu sangat perlu saya rasa
1,Pungli merajalela hati2 berwisata kesini sebaiknya hindari daerah sepanjang pantai padang ini anda tidak akan nyaman berwisata kesini
4,Teman yang ngedate untuk bersama pasangan atau sekedar nongkrong bersama teman Bisa melihat indahnya gemerlap lampu kota Semarang di malam hari Jika anda lapar tersedia banyak cafecafe hingga jajanan warung kaki lima yang lebih ekonomis
1,Kolam renangnya sudah tidak terurus Byk sampah disamping2 pas masuk ada kolam panjang keliling kecilnya kotor airnya ada sampahnya jga 2024
3,"tempat nyaman untuk bawa anak bersih dan bisa sambil mengedukasi

naik kereta 5rb org dewasa dan 3 rb untuk anak kecil kereta cuma satu kali putar tapi gak kerasa sama sekali tertalu bentar menurut saya gak worth it dengan harganya wkwkkw 

kalo naik bebek airnya worth it lah kalo gak salah 10rb untuk 15menit"
3,"Berupa taman di sekitaran Asia Afrika di dekat aliran sungai Cikapundung
Sungai sih udah nampak bersih

Sayang tamannya yang kurang terawat banyak sampah plastik bekasbekas makanan

Padahal kalau dirawat dengan baik sangat asik buat nongkrong"
5,suka aja duduk tengah malam d sini hehe
5,Tantangan untuk sampai ke tempat ini terbayar sudah dengan tempat yg indah
4,Biaya masuknya termasuk murah hanya 3k5korang Bisa untuk tempat kumpul bareng keluarga ataupun teman Banyak pondok pondokan yang bisa memuat banyak orang Cocok untuk makanmakan juga Tempatnya lumayan rapi dan asri Tapi masih ada sampah yang berserakan Tidak ada akses umum untuk ke sini jadi harus pakai kendaraan pribadi Satpamnya juga ramah
1,This is a park in Semarang a city in Central Java I think it will be implemented with a similar concept to Taman Mini in Jakarta Currently there is no operational management at all so you can think of it as virtually nonoperating except for some areas It seems necessary to manage it well for the local residents The current state should be considered as just a look around the surrounding traditional buildings
4,Jalan menuju sana ada plang memudahkan untuk menemukan lokasi nya Tiket masuk weekend 8rborg anak mulai usia 3 tahun bayar Biaya masuk kolam renang 30rborang dibawah 1 tahun free diatas 1 tahun bayar full area kolam renang bersih boleh bawa bekal dr luar rp didalam juga ada ibu2 yg nawarin makananminuman dan harganya juga wajar kamar mandi  kamar gantinya termasuk bersih Area KMC nya jg bersih saat kesana flying fox entah sedang tidak beroperasi atau memang sdh tidak digunakan karena terlihat kurang terawat
4,Tempat kebaktian umat Buddha di makassar Tempat ini bebas masuk tidak dipungut biaya
2,Tempatnya kurang terawat butuh waktu 1  2 tahun lagi untuk mengembangkan nya
3,"Baru sekalinya datang ketempat ini pas siang hari Sepi Tanpa aktifitas berarti  hanya satu lapak yang bukatapi cukup memuaskan rasa dahaga 
Sepintas lalu lokasi ini memang patut direkomendasikan buat bersantai Baik perorangan  rombongan maupun keluarga Apalagi saat malam menjelang  pengunjung dimanjakan dengan pertunjukan live musik yang sudah terjadwal dari berbagai alirangenre "
4,Tiket masukparkir 11000 rupiah untuk motor Tempatnya cukup luas cocok untuk yang suka jogging keliling taman Banyak spot menarik untuk foto Selain rusa terdapat beberapa satwa lainnya yang di konservasi dalam taman ini Cukup teduh sehingga pas untuk rekreasi bersama keluarga Bisa mancing berbayar juga sepertinya di kolam yang sediakan Terdapat kedai kecil jual makanan dan minuman didalamnya namun baru buka sekitar jam 9 pagi
5,Landmark yang masih menonjol disebelah terdapat Masjid yang bersih di area depan Kantor Walikota Jam terbaik kesini Pagi dan SoreMalam hari
4,"Tempatnya luas bersih parkiran mobil juga luas toilet juga bersih dan estetik Ada kereta wisata bagi yang tidak ingin jalan kaki Ada penyewaan sepeda juga mainan mobil2an anak2
Stand makanan dan minuman banyak baik makanan berat ataupun makanan ringan jadi gak khawatir kelaparan ataupun kehausan
Rainbow Slide
Yang bisa naik wahana dengan bb dibawah 60 kg
Dino Jungle
Suasana adem krna di dalam hutan banyak pohonnya dan replika hewannya bisa gerak serta mengeluarkan suara

Sebaiknya kalo berkunjung datang pagi atau menjelang sore kalo berkunjung siang hari jangan lupa membawa payung
Untuk transaksi jual beli menggunakan koin satu koin setara dengan Rp 10000

Sejauh ini sangat menyenangkan mungkin akan kembali ke sini kalo ada kesempatan lagi"
2,"Bismillah
Sedih liat nyabanyak sampah berserakanpengunjung yg ta bisa menjaga kebersihandan kalau boleh saran beberapa meter disepanjang jembatan atau dibawah jembatan harus tersedia tempat sampahsemoga kita bisa lebih baik lagi menjaga fasilitas yg sudah tersedia"
2,Tolong pihak pengelola lebih di perhatikan pemilaharaan tempatnya Wahana permainan untuk anak anak nya sudah tua dan usang Saya juga melihat tanda masih dalam perbaikan tetapi masih belum juga diperbaiki Dimana kalian gunakan uang tiket yang kami bayarkan selain gaji pegawai kalian juga seharusnya memperhatikan kelayakan  dan memelihara alat dan wahana permainan yang ada
3,"Update Januari 2022

Suasana Bukit Bintang atau Bukit Moko sangat sejuk dan bisa melihat luasnya Bandung Raya Fasilitas di tempat ini ada parkir mobil  motor cukup sempit dan bayar parkir Rp 25005000 lebih baik nebeng saja tempat makan toilet  mushola Tiket masuk jam 8 pagi sampai 5 sore Rp 15000 per orang anak dibawah umur 3 tahun gratis dan untuk Camping Rp 30000  menyerahkan KTP

Untuk DERMAGA BINTANG cukup tinggi tempatnya tapi hatihati karena ada lubang di pijakan tertingginya Semoga kerusakan ini segera diperbaiki

Akses jalan ke tempat ini sayangnya beberapa titik sepanjang Jalan Padasuka atas berlubang walau ada pengerjaan perbaikan jalan juga dan lebih baik jalan saat matahari cerah

Dibandingkan wisata alam sekitarnya masih mending memilih TAHURA IRH DJUANDA dibandingkan wisata ke sini karena TAHURA lebih murah wahananya lebih beragam dan areanya lebih luas Bahkan untuk ke Patahan Lembang aksesnya buruk lebih baik putar balik atau harus bersama banyak orang Ke sini lebih bagus saat ingin camping"
1,Pas kesana sudah tdk ad yg jualanmau masuk bawa mobil hrus bayar 20rbdlu masih rame 5 rb aja mau penjaganyaskrng krna sepi jdi naik justru
2,Tiket masuk perorang 25rb fasilitas banyak yang tidak terpelihara kesannya lingkungannya kumuh Datang hari Minggu tidak banyak pengunjung yang datang tenant juga ada beberapa yang tutup Sarana penerangan kabel listrik yang membahayakan keselamatan pengunjung
3,Simpang kinol adalah simpang yang legendaris di Kota Padang Simpang ini menggeliat mulai sore  sd malam hari dengan berbagai tawaran kuliner Tempat nongkrong yang asyikk
2,Pantai Angkasa Indah pertama kali buka beberapa tahun lalu dan fasilitas yang tersedia belum terlalu lengkap tapi karena baru maka tempat bermain seperti ayunan dan jungkat jungkitnya masih bagus Tapi sekarang akses masuk harus bayar lumayan mahal per orang Rp 10000 belum dengan parkir Rp5000 yang tidak sebanding dengan fasilitas dan kebersihan yang cukup mengenaskan Pantainya tidak terlalu kotor dibandingkan  pertama buka tapi banyak koral dan pecahan botol Kesimpulannya pantai ini punya potensi bagus untuk wisata tapi harus dikelola lebih baik lagi
1,sangat di sayangkan sekali tujuan berlibur ke jatimpark niat mau bersenang2 malah mendapatkan pengalaman buruk saat mau naik boom boom cardi bentak sama petugas inidi hari rabu tanggal 15 mei jam 11kronologi di situ setelah mengantri semua pengunjung yg sudah selsai main sudah keluar dari areadan saya berinisiatif masuk sebelum di bukaindimana petugas itu sudah jalan ke arah pintu untuk bukain pintujadi saya rasa sudah siap  sudah ready untuk buka pintudan ternyta di saya di bentak dengan katakasar mba lain kali kalo belom di bukain jangan masuk dan saya ga jawab apa2 cuma kaget di bentakdan org itu masih nyerocosya udah sini duduk cepet dengan nada tinggisudah itu saat permainan bukan fokus jaga malah keluar masuk ruangan kecil  ada yg bomcar nya ga jalan ga segera di bantuin sampe lamalalu di tengah permainan anak ku bibirnya berdarah banyak krn kebentur jadi saya putuskan berhenti mau turunkarna darahnya banyak disitu saya berhenti dengan kondisi  bomcar lain semua juga berhenti karna terhimpit ga bisa jalan jadi saya rasa aman untuk segera turuneh di bentak ga boleh turun kalo belom selsai tolong ya untuk staf2 yg bertugas lebih di jaga lagi etitude nyakarna kita berkunjung kesana bayar tidak gratisuntuk tempat dan lain2 nya sudah bagus
5,"Lokasi di pusat kota daerah Tunjungan Surabaya
Taman bagus terawat rapi rimbun dan menyejukkan Di sekitar taman banyak terdapat tempat kuliner dan ada situs sejarah Joko Dolog"
3,Tempat Yang Sangat Di Rekomdasikan Bagi Orang2 Yang Ingin Di Buatkan Perahu Dan Ketek
1,Salah satu taman ditengah kota tp kurang perhatian pemkot setempat banyak sarana permainan yg sudah tidak layak pakai smoga bisa segera direvitalisi
3,Cukup bagus bisa lihat pesawat dari dekat sayang tempat mandi atau kamar mandi kurang memadai harus beli air pake ember
3,"HTM 40rb per orang Tersedia kolam anak dan dewasa
Sedikit saran untuk perbanyak shower tertutup di toilet wanita hanya ada 2 shower dengan tirai tertutup dan 1 shower tirai terbuka"
5,"Taman multifungsi yang menyenanhkan untuk menghabiskan sore bersama keluarga disini Ada banyak aktivitas yang dapat dilakukan disini seperti joging bermain bulu tangkis latihan tari maupun sekedar duduk bersantai bersama keluarga

Lokasi strategis dekat dengan perkantoran masjid agung batam dan juga kuliner malam batam
Really love the ambience "
1,Objek wisata BMR suai untuk keluarga dan suasana sangat nyaman
5,Ok ok okygdlu tmpt sampah skrg diubah pemkot solo mnjadi taman yg asrigood tata kota solo
2,Sayang sekali berkunjung tgl 151023 pukul 900 pagi kondisi kurang terawat Banyak rumput2 liar di bagian ruangan ikan sudah kosong tidak ada satwanya ular piton tdk ada lagi binturong kelihatan lesu kurang makan Rusa baru ada 1 mudah2n kedepannya ditambah 1 lagi yg jantan Mudah2n kedepannya ada hewan2 endemik kalimantan seperti macan dahan kucing batu kucing hutan Yang cukup menggembirakan ada burung merak nice Dan yang paling penting semoga pemerintah kota banjarmasin dan pemprov kalsel lebih memperhatikan tempat ini perawatannya kebersihannya petugas hewannya dll karena di banjarmasin khususnya belum ada kebun binatang seperti di pulau jawa satu2nya kalau hendak melihat binatang2 ya ke taman satwa jahri saleh ini
1,"Pertama dan terakhir kali ke taman ini kamis 02052024 jogging berempat di taman ini sekitar pukul 5 sore ketika melakukan jogging kami berempat didatangi oleh seorang lakilaki yang menawarkan jasa menyemir sepatu dengan pemaksaan Sudah ditolak dengan sopan tetapi yang bersangkutan tetap memaksa dengan nada pemerasan dan mencoba mengikuti kami berempat Ketika lakilaki tersebut sudah tidak mengikuti lagi dan kami memutuskan untuk pulang di depan air mancur SPBUmie ayam sinar utama motor teman kami dilempar oleh pria yang sama dengan yang memaksa kami di taman dan ternyata yang dilempar oleh lakilaki tersebut adalah alat untuk menyemir sepatunya motor kami dihadang ketika lampu hijau oleh pria itu dengan gestur ingin memukul Jadi kami berasumsi bahwa kami diikuti oleh pria itu sampai ke seberang jalan

TOLONG UNTUK DINAS TERKAIT HARAP DIPERHATIKAN KARENA INI MENYANGKUT KEAMANAN DAN KENYAMANAN PENGGUNA FASILITAS UMUM"
2,"Area kamping pinggir pantai luas dan lumayan bersih
Harga 100 ribuorg
Untuk anak dibawah 3 tahun gratis
Sudah termasuk biaya kemping instalasi listrik dan kamar mandi
200 ribu sewa 1 tenda
Kami sekeluarga 10 org dewasa
1 juta  3 tenda Rp600 ribu
Hanya saja perlengkapan lampu untuk kemping di area seluas itu belum mumpuni Untuk kemping weekend saja kabel  lampu ke tenda kehabisan dan tidak ada solusi dari pengurus selain untuk pengunjung usaha sendiri Tidak menerima pembatalanpengurangan pembayaran
Pengunjung diwajibkan berbesar hati berkemah dalam kegelapan"
5,Cocok sih buat acara nyantai bareng keluarga Ada taman bermain buat anak2 ada tempat nongkrong juga buat mama papanya kalo laper banyak yg jual makanan tp jgn berekspetasi tinggi yaaa soal rasanya 
3,Air kolamnya rajin dibersihkan aja kesitu pas msh jam 9 air udh buteknisasi
5,"Taman Singha Merjosari adalah surganya para pengunjung yang mencari ketenangan dan kesegaran di tengah kesibukan perkotaan Terletak di Merjosari taman ini menawarkan suasana yang sangat sejuk dan asri menjadikannya tempat yang sempurna untuk bersantai dan melepaskan penat setelah seharian beraktivitas

Salah satu keunggulan utama Taman Singha Merjosari adalah keberadaan banyak tempat parkir yang luas Ini memberikan kenyamanan ekstra bagi para pengunjung yang datang dengan kendaraan pribadi tanpa perlu khawatir mencari tempat parkir yang tersedia

Selain itu taman ini juga dikenal dengan beragam pilihan jajanan dari makanan ringan hingga berat yang tersedia di sekitarnya Mulai dari jajanan tradisional hingga makanan modern pengunjung dapat menikmati berbagai kuliner yang lezat dan memuaskan selera

Tidak hanya itu Taman Singha Merjosari sangat disarankan untuk dikunjungi pada sore atau malam hari Udara yang sejuk dan segar membuat pengalaman bersantai semakin menyenangkan Banyaknya tempat duduk yang tersedia juga memastikan kenyamanan para pengunjung yang ingin menikmati suasana malam yang tenang dan damai

Dengan suasana yang begitu menyegarkan dan pilihan jajanan yang melimpah Taman Singha Merjosari adalah destinasi ideal bagi mereka yang mencari tempat untuk bersantai dan menikmati waktu luang bersama keluarga atau temanteman Jadi jangan ragu untuk mengunjungi taman ini dan nikmati pengalaman yang tak terlupakan di tengah kota Malang"
2,"Sayang sekali tidak dikelola dengan baik ada semacam embung atau kolam gitu tapi tidak terawat Airnya kotor dan bau ada banyak sampah juga Padahal ada beberapa tanaman teratai di kolamnya

Selain itu tidak ada tempat parkir di dalam agar kendaraan seperti motor cenderung aman Ada parkir di luar yang sepertinya tukang parkirnya juga tidak resmi

Ada beberapa tempat bermain anakanak yang masih layak cocok bagi orang tua yang ingin membawa anaknya bermain Selebihnya ada ayunan besi yang sudah rusak

Semoga bisa jadi perhatian pihak pengelola agar lebih memerhatikan tempat ini dan dikelola dengan baik agar menjadi taman kota yang nyaman dikunjungi"
2,Semenjak pasca pandemi ada penurunan ya mulai jumlah pengunjung kualitas dan fasilitas wahana Dengan harga weekend 130k cuma gitu aja dan ada beberapa spotfoto dan di fotoin sama tim dari malang night paradise tapi untuk file dan cetak fotonya harus bayar yg lumayan mahal dg kualitas kertas yg begitu B aja Saya rasa mendingan tempat lain deh
3,"Tempatnya sangat nyaman dan tenang buat liat sunset di dalam ada penjual makananminumannya juga untuk akses jalan lumayan agak jauh yah dan sangat banyak sekali sampai bersarakan

Selain bisa liat sunset di sini juga banyak orang yang jogging mancing ikan

Untuk pengelolaan semoga masalah sampah bisa teratasi dan baiknya juga menyediakan toilet umum"
