Rating,Review
1,kesana weekdays permainan cuman sepeda pancal biasa bom2 car tdk yg naik playground nya aja ditutup padahal tdk butuh listrik utk beroperasi masuk dr depan sdh diminta tiket 15rbanak 25rborg dewasa masuk permainan jg disuruh bayar tenant makanan jg yg buka sgt sedikit tdk menarik rugi banget bayar masuk tdk yg dinikmati sama sekali tau klo weekend
2,pelan pelan mulai banyak ngamen mulai parkir liar dlm lok anjungan dgn modus pakekan pembungkus pd helm pengunjung padahal nya sudh mulai nyaman nya pengamen parkir liar
5,anjungan kota semarang tempat pertemuan sekaligus wisata taman puri maerokoco prpp jawa tengah pemandangan hutan mangrovnya indah wisata murah ayo kunjungi
5,bagus sekali view nya disana
1,bad management cant run a great event thats beneficial for all parties my advice for umkm considering to open food stand in ocarina is simply just dont it is not suitable for umkm they charged 2000k for 10 days event but their place was mostly so dead save your money dont pay for that amount they advertise because their visitor number is fewer than the visitor on public cemetery near ramadhan season lol so not worth it to the management please get better ideas to engage more visitors and find good reasoning before you set your rent fee 2000k for 10 days what a lie the event was only for 4 days and at least provide a dry place you put us on some pond lol wont ever come back here
1,sepi terawat banyak rusak biaya 20rborang
3,susah parkiran kendaraan nya berkunjung weekend
2,this is my first time visiting farm house lembang keisni me time kebetulan dr depok ikut ortu dinas bandung selama beberapa hari jadi memutuskan farm house lembang lokasinya deket hotel merasa kurang nyaman selama berkunjung disini pertama gate masuk mas2 ngomong sendirian aja neng mau ditemenin cengengesan sama mas2 lainnya 2 penjaga gate masuk situ udh ga nyaman kok pekerjanya berani ngomong kayak gt pengunjung mentang2 sendirian kesana kedua tiket masuk 35k dituker sama susu kaget size cup susunya kecil banget setau ngeliat socmed perasaan size cup susunya gede deh tiket masuk 35k merasa kurang worth it aktivitas dilakukan hewannya ga banyak baru tau ternyata farm house lembang tuh kecil banget ngelilingin sampe abis cuman butuh waktu kurang 30 menit diluar main2 sama hewan beneran pas udh selesai kayak lah udh gini doan well maybe my expectation was way too high terus kemarin kesini pas weekdays dibilang cukup sepi tempat udh sekecil ga banyak papasan sama pengunjung cuman pas zona mini zoo aja baru pengunjungnya keliatan banyak parkir mobilnya lumayan digetok 1015k gt lupa padahal disana gaada sejam baru pertama kali mau kesini silahkan aja jangan berekspektasi ketinggian blass gt doang bangunan2nya keliatan maaf sedikit usang kurang terawat mungkin pihak pengelola dilakukan perubahan tema kedepannya ga kehilangan pengunjung
4,berkali kali kesini awal buka terakhir kemaren 07 oktober 2023 em gimana taman burung jadi segi banyaknya burung jauh sekali berkurang dr awal2 kesini tampilan tempat sebagian cat luntur berdebu lg musim kemarau dgn kondisi asap angin sekali pengawai nya ramah ramah terutama mba yg jaga burung kakak tua biru yg difoto dgn pengunjung
1,sini banyak jasa foto perfoto 5 ribu hati2 yg mau pake foto jasa sini kena permainan yg bilang foto pemilihan foto sekali putaran kamera padahal sebelumnya pernah pake jasa foto sini kali waktu bulan yg berbeda ngotot sekali putaran pemilihan foto kemudian permainan yg terus diarahkan berfoto yg sebanyak2nya padahal ambil permainan keuntungan untung banyak mending bagus2 lah pengarahan gaya foto aja jelek sembarang diarahkan hasil foto jg ga bagus2 lalu berbohong seakan foto sedikit padahal banyak 26 foto dikalikan 5 ribu sampe 130 ribuan terbilang mahal pengarahan gaya foto yg asal jepret hasil foto jelek dibandingkan tempat wisata yg ciwidey paket 75 foto 100 ribu hasil foto berlatar pemandangan foto bagus diarahkan gaya yg bagus permainan seakan dipaksa menghasilkan foto yg banyak hasil yg jelek2
5,salam 1 jiwa arema ongis nade rekomendasi tempat wisata unik kota malang malas kejauhan buat liburan kota batu salah satu kampung tematik bantaran sungai brantas dulu katanya kawasan kumuh aksi pemerintah setempat warga akhirnya berhasil merubah tempat kumuh menjadi kawasan cantik bernilai wisata berbeda tetangganya kampung jodipan full color alias berwarnawarni kampung semua rumahnya dicat berwarna biru muda biru tua warna khas arema fc suasana lebih sepi dibanding kampung jodipan kesini selasa 111022 siang suasana sepi banget gak tiket masuk alias gratis
3,pertama kali kesana puas suasana nya karna tempat nya terbagi gitu gak satu tempat jadi gak leluasa tempat nya sedikit gelap okelah makanan disitu banyak jdi jajan2 santai
5,bagus banget cocok buat nyantai sore asri lingkungannya harap kesini waktu menghilangkan penat kak tubuh tempat luas suka
5,tempat bersejarah banyak cerita pemerintah pro aktif mengumpulkan literasi2 terkait kampung generasi datang mudah belajar sejarah tempat
2,adanya kepedulian kebersihan danau perawatan berkala mungkin kalau keruk danau mengeluarkan banyak lumpur sampah danau sangat kotor enak dilihat kalau barang barang jatuh kedanau jatuh danau mungkin cuci 10 kali wkwkwk lol berfikit kali kalau masuk danau menaiki sampan perahu
3,mumpung makassar mau mengunjungi salah satu historical sitenya benteng sumba opu letaknya terlalu jauh pusat kota dekat pemukiman warga benteng sumba opu wisata rumah adat masyarakat bugis waktu sepii sekali pengunjung beberapa anak sekolah bikin tugas video senam area bentengnya terlalu luas jadi dikelilingi cepat puncaknya rumah kecil cuma bentengnya kurang terawat keliling rumah adat sekitarnya sepii banget cuma kayanya padahal bagus kalau dimanfaatkan edukasi daerah rumah adatnya minim informasi dibaca semoga depannya dikembangkan
4,sekarang udah liatliat interior dalemnya disini dibuka kafe hits banget dulu katanya pas awal pembukaan waiting list segala untungnya kemarin pas kesana gak waiting list harga makanannya lumayan mahal porsi standart total berdua makan minum kopinya 230rban
1,tempatnya bagus ga mau sini karna bapak bapak mungkin warlok ngatain berjalan nadanya tinggi kurang lebih kalimatnya sekolah ngga kalo ngga sekolah dulu sana biar belajar padahal niatnya mau parkir terlalu maju sedikit pas mau putar balik udah dikatain entah niat bapaknya apa harusnya ga perlu ngatain bawa bawa sekolah jadi merasa direndahkan
5,taman bermain cocok anak banyak pohon gede sangat rindang
1,dong buat pengurusnya tempatnya perbaiki kalau memang dijadikan tempat wisata masa pas pertama buka aja bagus hancur kan kasihan orang2 yg benar2 mencari tempat rehat hiruk pikuk perkotaan
1,mall sebesar sesuai namanya big mall layanan penyewaanpeminjaman kursi roda sangat sayangkan sekali mall sebesar menunjang konsumen disabilitas lansia
5,tempatnya buat wisata emang bagus jajanannya buanyak pilihan enak enak cuma sayang musholanya kurang luas kalau kebetulan pas musim liburan jadi kurang nyaman sholatnya
4,pertama avros menu biasa tdk yg chas cuma suasana asik halaman luas yg disukai ibuk2 n anak muda berkaraoke cuma orang yg bernyanyi tdk sadar untung kl sdh naik tdk mau turun maunya yg nyanyi batasi 2 a 3 nyanyi buat group yg naik 34 orang biar yg nyanyi sangat perlu rasa
1,pungli merajalela hati2 berwisata kesini sebaiknya hindari daerah sepanjang pantai padang nyaman berwisata kesini
4,teman ngedate bersama pasangan sekedar nongkrong bersama teman melihat indahnya gemerlap lampu kota semarang malam hari lapar tersedia banyak cafecafe hingga jajanan warung kaki lima lebih ekonomis
1,kolam renangnya terurus byk sampah disamping2 pas masuk kolam panjang keliling kecilnya kotor airnya sampahnya jga 2024
3,tempat nyaman bawa anak bersih mengedukasi naik kereta 5rb org dewasa 3 rb anak kecil kereta cuma satu kali putar gak kerasa sama sekali tertalu bentar gak worth it harganya wkwkkw kalo naik bebek airnya worth it lah kalo gak salah 10rb 15menit
3,berupa taman sekitaran asia afrika dekat aliran sungai cikapundung sungai sih udah nampak bersih sayang tamannya kurang terawat banyak sampah plastik bekasbekas makanan padahal kalau dirawat baik sangat asik buat nongkrong
5,suka aja duduk tengah malam d sini hehe
5,tantangan tempat terbayar tempat yg indah
4,biaya masuknya termasuk murah 3k5korang tempat kumpul bareng keluarga ataupun teman banyak pondok pondokan memuat banyak orang cocok makanmakan tempatnya lumayan rapi asri sampah berserakan akses umum sini jadi pakai kendaraan pribadi satpamnya ramah
1,this is a park in semarang a city in central java i think it will be implemented with a similar concept to taman mini in jakarta currently there is no operational management at all so you can think of it as virtually nonoperating except for some areas it seems necessary to manage it well for the local residents the current state should be considered as just a look around the surrounding traditional buildings
4,jalan menuju sana plang memudahkan menemukan lokasi nya tiket masuk weekend 8rborg anak mulai usia 3 tahun bayar biaya masuk kolam renang 30rborang dibawah 1 tahun free diatas 1 tahun bayar full area kolam renang bersih bawa bekal dr luar rp didalam ibu2 yg nawarin makananminuman harganya wajar kamar mandi kamar gantinya termasuk bersih area kmc nya jg bersih kesana flying fox entah sedang beroperasi memang sdh digunakan terlihat kurang terawat
4,tempat kebaktian umat buddha makassar tempat bebas masuk dipungut biaya
2,tempatnya kurang terawat butuh waktu 1 2 tahun mengembangkan nya
3,baru sekalinya datang ketempat pas siang hari sepi aktifitas berarti satu lapak bukatapi cukup memuaskan rasa dahaga sepintas lalu lokasi memang patut direkomendasikan buat bersantai baik perorangan rombongan maupun keluarga malam menjelang pengunjung dimanjakan pertunjukan live musik terjadwal berbagai alirangenre
4,tiket masukparkir 11000 rupiah motor tempatnya cukup luas cocok suka jogging keliling taman banyak spot menarik foto rusa terdapat beberapa satwa lainnya konservasi taman cukup teduh pas rekreasi bersama keluarga mancing berbayar sepertinya kolam sediakan terdapat kedai kecil jual makanan minuman didalamnya baru buka jam 9 pagi
5,landmark menonjol disebelah terdapat masjid bersih area depan kantor walikota jam terbaik kesini pagi soremalam hari
4,tempatnya luas bersih parkiran mobil luas toilet bersih estetik kereta wisata jalan kaki penyewaan sepeda mainan mobil2an anak2 stand makanan minuman banyak baik makanan berat ataupun makanan ringan jadi gak khawatir kelaparan ataupun kehausan rainbow slide naik wahana bb dibawah 60 kg dino jungle suasana adem krna hutan banyak pohonnya replika hewannya gerak mengeluarkan suara sebaiknya kalo berkunjung datang pagi menjelang sore kalo berkunjung siang hari jangan lupa membawa payung transaksi jual beli menggunakan koin satu koin setara rp 10000 sejauh sangat menyenangkan mungkin sini kalo kesempatan
2,bismillah sedih liat nyabanyak sampah berserakanpengunjung yg ta menjaga kebersihandan kalau saran beberapa meter disepanjang jembatan dibawah jembatan tersedia tempat sampahsemoga lebih baik menjaga fasilitas yg tersedia
2,pihak pengelola lebih perhatikan pemilaharaan tempatnya wahana permainan anak anak nya tua usang melihat tanda perbaikan diperbaiki kalian gunakan uang tiket bayarkan gaji pegawai kalian memperhatikan kelayakan memelihara alat wahana permainan
3,update januari 2022 suasana bukit bintang bukit moko sangat sejuk melihat luasnya bandung raya fasilitas tempat parkir mobil motor cukup sempit bayar parkir rp 25005000 lebih baik nebeng tempat makan toilet mushola tiket masuk jam 8 pagi 5 sore rp 15000 per orang anak dibawah umur 3 tahun gratis camping rp 30000 menyerahkan ktp dermaga bintang cukup tinggi tempatnya hatihati lubang pijakan tertingginya semoga kerusakan segera diperbaiki akses jalan tempat sayangnya beberapa titik sepanjang jalan padasuka atas berlubang pengerjaan perbaikan jalan lebih baik jalan matahari cerah dibandingkan wisata alam sekitarnya mending memilih tahura irh djuanda dibandingkan wisata sini tahura lebih murah wahananya lebih beragam areanya lebih luas bahkan patahan lembang aksesnya buruk lebih baik putar balik bersama banyak orang sini lebih bagus camping
1,pas kesana tdk ad yg jualanmau masuk bawa mobil hrus bayar 20rbdlu rame 5 rb aja mau penjaganyaskrng krna sepi jdi naik justru
2,tiket masuk perorang 25rb fasilitas banyak terpelihara kesannya lingkungannya kumuh datang hari minggu banyak pengunjung datang tenant beberapa tutup sarana penerangan kabel listrik membahayakan keselamatan pengunjung
3,simpang kinol simpang legendaris kota padang simpang menggeliat mulai sore sd malam hari berbagai tawaran kuliner tempat nongkrong asyikk
2,pantai angkasa indah pertama kali buka beberapa tahun lalu fasilitas tersedia terlalu lengkap baru tempat bermain ayunan jungkat jungkitnya bagus sekarang akses masuk bayar lumayan mahal per orang rp 10000 parkir rp5000 sebanding fasilitas kebersihan cukup mengenaskan pantainya terlalu kotor dibandingkan pertama buka banyak koral pecahan botol kesimpulannya pantai punya potensi bagus wisata dikelola lebih baik
1,sangat sayangkan sekali tujuan berlibur jatimpark niat mau bersenang2 malah mendapatkan pengalaman buruk mau naik boom boom cardi bentak sama petugas inidi hari rabu tanggal 15 mei jam 11kronologi situ mengantri semua pengunjung yg selsai main keluar areadan berinisiatif masuk bukaindimana petugas jalan arah pintu bukain pintujadi rasa siap ready buka pintudan ternyta bentak katakasar mba kali kalo belom bukain jangan masuk ga jawab apa2 cuma kaget bentakdan org nyerocosya udah sini duduk cepet nada tinggisudah permainan bukan fokus jaga malah keluar masuk ruangan kecil yg bomcar nya ga jalan ga segera bantuin sampe lamalalu tengah permainan anak ku bibirnya berdarah banyak krn kebentur jadi putuskan berhenti mau turunkarna darahnya banyak disitu berhenti kondisi bomcar semua berhenti karna terhimpit ga jalan jadi rasa aman segera turuneh bentak ga turun kalo belom selsai staf2 yg bertugas lebih jaga etitude nyakarna berkunjung kesana bayar gratisuntuk tempat lain2 nya bagus
5,lokasi pusat kota daerah tunjungan surabaya taman bagus terawat rapi rimbun menyejukkan taman banyak terdapat tempat kuliner situs sejarah joko dolog
3,tempat sangat rekomdasikan orang2 buatkan perahu ketek
1,salah satu taman ditengah kota tp kurang perhatian pemkot setempat banyak sarana permainan yg layak pakai smoga segera direvitalisi
3,cukup bagus lihat pesawat dekat sayang tempat mandi kamar mandi kurang memadai beli air pake ember
3,htm 40rb per orang tersedia kolam anak dewasa sedikit saran perbanyak shower tertutup toilet wanita 2 shower tirai tertutup 1 shower tirai terbuka
5,taman multifungsi menyenanhkan menghabiskan sore bersama keluarga disini banyak aktivitas dilakukan disini joging bermain bulu tangkis latihan tari maupun sekedar duduk bersantai bersama keluarga lokasi strategis dekat perkantoran masjid agung batam kuliner malam batam really love the ambience
1,objek wisata bmr suai keluarga suasana sangat nyaman
5,okygdlu tmpt sampah skrg diubah pemkot solo mnjadi taman yg asrigood tata kota solo
2,sayang sekali berkunjung tgl 151023 pukul 900 pagi kondisi kurang terawat banyak rumput2 liar bagian ruangan ikan kosong satwanya ular piton tdk binturong kelihatan lesu kurang makan rusa baru 1 mudah2n kedepannya ditambah 1 yg jantan mudah2n kedepannya hewan2 endemik kalimantan macan dahan kucing batu kucing hutan cukup menggembirakan burung merak nice paling penting semoga pemerintah kota banjarmasin pemprov kalsel lebih memperhatikan tempat perawatannya kebersihannya petugas hewannya banjarmasin khususnya kebun binatang pulau jawa satu2nya kalau hendak melihat binatang2 taman satwa jahri saleh
1,pertama terakhir kali taman kamis 02052024 jogging berempat taman pukul 5 sore melakukan jogging berempat didatangi seorang lakilaki menawarkan jasa menyemir sepatu pemaksaan ditolak sopan bersangkutan tetap memaksa nada pemerasan mencoba mengikuti berempat lakilaki tersebut mengikuti memutuskan pulang depan air mancur spbumie ayam sinar utama motor teman dilempar pria sama memaksa taman ternyata dilempar lakilaki tersebut alat menyemir sepatunya motor dihadang lampu hijau pria gestur memukul jadi berasumsi diikuti pria seberang jalan dinas terkait harap diperhatikan menyangkut keamanan kenyamanan pengguna fasilitas umum
2,area kamping pinggir pantai luas lumayan bersih harga 100 ribuorg anak dibawah 3 tahun gratis termasuk biaya kemping instalasi listrik kamar mandi 200 ribu sewa 1 tenda sekeluarga 10 org dewasa 1 juta 3 tenda rp600 ribu perlengkapan lampu kemping area seluas mumpuni kemping weekend kabel lampu tenda kehabisan solusi pengurus pengunjung usaha sendiri menerima pembatalanpengurangan pembayaran pengunjung diwajibkan berbesar hati berkemah kegelapan
5,cocok sih buat acara nyantai bareng keluarga taman bermain buat anak2 tempat nongkrong buat mama papanya kalo laper banyak yg jual makanan tp jgn berekspetasi tinggi yaaa soal rasanya
3,air kolamnya rajin dibersihkan aja kesitu pas msh jam 9 air udh buteknisasi
5,taman singha merjosari surganya pengunjung mencari ketenangan kesegaran tengah kesibukan perkotaan terletak merjosari taman menawarkan suasana sangat sejuk asri menjadikannya tempat sempurna bersantai melepaskan penat seharian beraktivitas salah satu keunggulan utama taman singha merjosari keberadaan banyak tempat parkir luas memberikan kenyamanan ekstra pengunjung datang kendaraan pribadi perlu khawatir mencari tempat parkir tersedia taman dikenal beragam pilihan jajanan makanan ringan hingga berat tersedia sekitarnya mulai jajanan tradisional hingga makanan modern pengunjung menikmati berbagai kuliner lezat memuaskan selera taman singha merjosari sangat disarankan dikunjungi sore malam hari udara sejuk segar membuat pengalaman bersantai semakin menyenangkan banyaknya tempat duduk tersedia memastikan kenyamanan pengunjung menikmati suasana malam tenang damai suasana menyegarkan pilihan jajanan melimpah taman singha merjosari destinasi ideal mencari tempat bersantai menikmati waktu luang bersama keluarga temanteman jadi jangan ragu mengunjungi taman nikmati pengalaman tak terlupakan tengah kota malang
2,sayang sekali dikelola baik semacam embung kolam gitu terawat airnya kotor bau banyak sampah padahal beberapa tanaman teratai kolamnya tempat parkir kendaraan motor cenderung aman parkir luar sepertinya tukang parkirnya resmi beberapa tempat bermain anakanak layak cocok orang tua membawa anaknya bermain selebihnya ayunan besi rusak semoga jadi perhatian pihak pengelola lebih memerhatikan tempat dikelola baik menjadi taman kota nyaman dikunjungi
2,semenjak pasca pandemi penurunan mulai jumlah pengunjung kualitas fasilitas wahana harga weekend 130k cuma gitu aja beberapa spotfoto fotoin sama tim malang night paradise file cetak fotonya bayar yg lumayan mahal dg kualitas kertas yg b aja rasa mendingan tempat deh
3,tempatnya sangat nyaman tenang buat liat sunset penjual makananminumannya akses jalan lumayan jauh yah sangat banyak sekali bersarakan liat sunset sini banyak orang jogging mancing ikan pengelolaan semoga masalah sampah teratasi baiknya menyediakan toilet umum
1,went there on tuesday and gosh its like a dead area the place is not well maintained and they charged for entry fees seriously nothing over there and nearby also empty
5,tempatnya asyik buat fotofoto upload media social kalian tempat luaa banget ojok gandeng kalian capek jalan kaki biaya nya cuma rp10000 kok cuma awal masuk mahal banget dah kurangin doang harganya masuk rp20000 kalau pakai mobil terus max 2 orang kalau 3 orang tambah rp10000
1,kemari pagi pagi bgt 1 januari 2024 pagi niatnya mau parkir dipinggir pantai aja menikmati sepinya 1 januari nganterin lansia beserta cucu cucunya yg kecil ternyata barikade semua area menuju pantai beli tiket online notifikasi kondisi lokasi yg dibarikade barikade pintu masuk ngga beri edukasi petugas tiket diberi peta lokasi kantong parkir terdekat yg mana mbak pintu masuk malas menyenangkan diminta komunikasi client disisi pintu penumpang mau dulu ancol nih banyak pr disisi managemen sdm ngobrol pedagang merasakan sama jalan dibarikade bikin bingung mau lewat mana katanya buang buang waktu pagi pagi kemari ngga gunanya buang buang uang akhirnya dalem kalo cuma banyak buat ngantri naik bis wira wiri buat nyari tempat yg nyaman tau gini masuk ancol deh
3,waktu kesana pas malam ramadhan banyak anak kecil membunyikan mercon aduh anak2e nakal2 banyak anak muda pacaran menjurus mesum tamannya cukup luas banyak sampah berserakan dimana2 tentunya parkirnya bayar 3000 utk motor parkir depan gedung kppn malang
5,sekarang pemkot pekanbaru ga menghargai sejarah ntah tugu nol pekanbaru sekarang ga dianggap padahal kota tugu nol menjadi acuan km 0 nya sebuah kota miris banget
1,sayang taman rampung kurang terpelihara padahal bagus utk kegiatan jalan pagi rekreasi anak anak kecil kolam rampung selesai tunawisma gundukkan plastik sampah yg lama angkat sayang tak terjaga tak terpelihara
5,foto2 dgn latar belakang jembatan ampera tulisan palembang plus nyenengin anak2
5,memiliki spot selam cukup bagus atlantis garden garuda lautku phinisi andalan
4,tempat cocok dudukduduk santai menikmati udara segar mungkin sekedar joging sayangnya jalanan menuju tempat bukan jalanan ramai masuk perkampungan entah tempat milik pemerintah setempat perorangan taman buka biaya uang masuk pengunjung harapkan menjaga kebersihan kesini blm tempat sampah jadi pengunjung datang membawa air mineram mohon jangan lupa bawa sampahnya pulang
5,diberi kesempatan utk masuk bungker melihat sepeti apa bungker mengulik sejarah ttg bungker tersebut seru mistis
4,tamannya rapi cuman sepi sepi taman zona kurang nyaman kurang banyak pepohonan area taman seandainya lebih banyak pohon mungkin taman sedikit lebih nyaman
2,makasudnya tiket parkir mobil 10rb dibayar diawal 10rb parkir maksudnya utk bilas 5rb per kepala anak2 d bawah 6 tahun 3rb tepok jidat dah
3,jalan menuju bukit nobita mendaki jadi siapkan air minum latihan fisik sblum berangkat pemandangan atas view kota citylight ti
4,harga tiket masuk 10k perorang informasi website disbudpar kota semarang harga tiket masuknya 5k parkir motor 3k lokasi pantai mudah dijangkau jalan raya melewati perumahan cukup tertata jalanan bagus pasir pantainya warna hitam ga terlalu bersih beberapa sampah plastik kecil puntung rokok dibuang sembarangan karna lokasinya lumayan dekat sama bandara jadi liat pesawat terbang rendah sayangnya minim tempat duduk duduk diatas pasir free banyak gazebo bayar nyewa pagi pukul 7 8 udah lumayan banyak pengunjung terutama pas week end overall pantainya cukup oke dikunjungi
5,taman area gombel lama tepatnya tanjakan gombel padat kendaraan kalo jam2 pulang kerja jalanan sini padat merayap sangat melelahkan semoga kedepannya sepadat sekarang
5,tempat kemahnya cukup asri luas
5,tiket masuk 35rb kalo beli via traveloka lebih murah dapet harga 29rb tempatnya nyaman enak buat liburan keluarga banyak area bermain anak embe nya lucu ga galak kelinci nya aktif bgt bintang kaya sapi lebih enak dateng pas weekday sih ga terlalu padat tiket masuk dituker susu voucher makan resto lebih enak dituker resto by the forest aja sih makanannya enak2 pegawainya ramah2 bakal balik kesini
5,wisata andalannya palembang sama alunalun kota tetap ciri khasnya palembang jembatan ampera yg indah malam hari patung ikan belida sangat mirip tak kalah pempeknya dijual atas kapal terapung kuliner oleholeh permainan anakanak sayangnya banyak pengamen parkir mahal menolak sopan meraka memaksa
1,pantai nya bagus cuma yg mengelola yg mamaknya gak ramah anjir fak kata gw teh masuk kan bayar gua make uang bngst
1,i had a truly disappointing experience at this attraction not only did they charge me an entrance fee but it was clear that they hadnt invested in maintenance for quite some time everything inside the theme park was closed and the overall state of disrepair was evident save your money and look for a more enjoyable and wellmaintained place to visit
4,salah satu taman rekreasi air pertama daerah palembang lama berkunjung kesini mau cari suasana baru jadi anak2 bawak kesini tempatnya sedikit kotor tp okelah anak2 tetap seru bermain air disini tempat permainannya sedikit anak2 tetap betah mana kemarin sepi jadi serasa kolam sendiri hehehe udah bosen berenang palembang coba disini seru
3,a hidden gem with a beautiful view no need to buy a ticket cause its free eventually the waste is everywhere most of the garbage are around the stones it might because theres no such an organizer to run this beach and also the road to the beach needs some street construction
5,florawisata santerra de laponte taman hiburan rekreasi terletak pujon kabupaten malang jawa timur taman terkenal taman bunga indah berbagai spot foto instagramable wahana permainan semua usia fasilitas wahana wahana permainan terdapat berbagai wahana bianglala colombus kapal ayun flying bee house of terror rumah hantu komedi putar ombangambing piring terbang spot foto taman menawarkan berbagai spot foto menarik little korea little amsterdam glass bridge mercy barn fasilitas tersedia rumah makan area parkir luas toilet mushola mobil golf berkeliling harga tiket jam buka harga tiket masuk rp 25000 per orang hari biasa weekday rp 30000 per orang akhir pekan hari libur nasional jam buka hari pukul 0800 hingga 1700 wib lokasi akses florawisata santerra terletak jurangrejo desa pandesari pujon malang berangkat malang perjalanan ditempuh satu jam jarak 26 km florawisata santerra de laponte cocok dikunjungi bersama keluarga temanteman terutama penggemar fotografi pencinta alam informasi lebih lanjut mengunjungi situs resmi menghubungi nomor kontak tersedia sana
2,termasuk pusat kota manado kurang dikelola baik kawasan disekitar landmark malah terlihat semrawut lalu lintasnya kacau terdapat portalportal beton pembagi jalan rasanya kurang nyaman mengganggu aktifitas pemandangan visual harapannya dikelola lebih baik
1,mau masuk kesini per orang bayar 5rb kawasan terawat terbengkalai jalan rusak rumput tinggi ranting2 hampir menutupi jalan sekian info bdg 08 oktober 2023
