Rating,Review
3,"Mumpung di Makassar, mau mengunjungi salah satu historical sitenya yaitu Benteng Sumba Opu. Letaknya nggak terlalu jauh dari pusat kota dan dekat dengan pemukiman warga. Di sekitar Benteng Sumba Opu juga ada wisata rumah adat masyarakat Bugis.

Waktu sampai sepii sekali, nggak ada pengunjung. Ada juga beberapa anak sekolah lagi bikin tugas video senam🥲 Area bentengnya nggak terlalu luas, jadi bisa dikelilingi dengan cepat. Di puncaknya ada rumah kecil, cuma untuk bentengnya seperti kurang terawat.

Keliling ke rumah adat di sekitarnya juga sepii banget, cuma ada saya kayanya. Padahal bagus kalau bisa dimanfaatkan untuk edukasi. Di daerah rumah adatnya juga minim informasi yang bisa dibaca. Semoga ke depannya bisa dikembangkan lagi ya."
5,"Pengalaman saya mengunjungi tempat ini cukup baik, hanya saja untuk area sekitar benteng sangat perlu perbaikan dan perawatan lebih lanjut."
1,"Sayang sekali, tempat bersejarah peninggalan abad ke 16 kondisinya sangat tidak terurus. Di area sekitarnya terdapat tanah yg sangat luas, dibangun replika rumah adat tiap daerah di Sulsel, tapi sayang tidak terawat, taman2 gersang, banyak orang2 yang malah gunakan replika rumah adat itu untuk nongkrong2/pertemuan gitu. Harusnya dijaga, biar terawat dan tidak rusak. Sangat sangat kecewa. Dinas pariwisatanya gimana ini ???"
5,"Area bebas masuk, nggak ada penjaga. Komplek Benteng ini menarik karena banyak anjungan rumah adat dari seluruh kabupaten/kota di Sulawesi Selatan"
3,Situs sejarah benteng masih terlihat terawat dan terjaga dengan baik. Namun sayang rata2 replika rumah adat sudah banyak yang rusak. Ditambah lagi ketika memasuki area benteng banyak bangunan-bangunan kumuh yang membuat tidak enak untuk dipandang. Semoga ada perhatian dari pihak terkait agar bentenf somba opu bisa kembali menjadi objek wisata yang disukai masyarakat
5,"Tempatnya enak, nyaman, asri.. cuma sayang tidak terkelaola dengan baik oleh pemda setempat..
Dibiarkan begitu saja.
Banyak rumah² adat dan jalan yang tidak terurus atau terbengkalai..
Padahal nilai storiesnya ga bisa kebayar..

Masuk kesini ga bayar. Mau masuk kerumah adat sepertinya juga hatus ijin deh.."
4,"Ikon kota Makassar yang terletak di kabupaten Gowa, tapi tidak terlalu jauh dari pusat kota. Yang mau mengenal sejarah dan kebudayaan yang ada di Sulawesi cocok untuk datang kesini. Daya tariknya karena ada rumah adat khas beberapa daerah di tanah Sulawesi. Kalau bangunan bentengnya sendiri tidak utuh lagi karena faktor usia, tapi kanu bisa liat beberapa tembok benteng yang masih berdiri."
3,"berkunjung kesini untuk mengetahui sejarah kejayaan kerajaan gowa - tallo , akan tetapi i'm sorry to say suasana di benteng somba opu untuk sekarang kondisi nya sangat kritis dan butuh perhatian penuh dari dinas pariwisata prov sulsel

Saat berkunjung disana banyak warga yg bukan pengelola tinggal secara permanen ,padahal benda cagar budaya peruntukannya bukan ditinggali warga.

Sebagai wisatawan jujur kaget melihat suasana di somba opu yg membuat tidak nyaman ketika kita memasuki rumah adat ada warga yg merubah esensi utama warisan budaya tsb , ada yg disewakan ke mahasisw dan lain2

Miris dan sedih rasanya melihat bukti kejayaan raja2 makassar harus tergerus oleh sampah , kerusakan bangunan dan ancaman hilangnya benda cagar budaya . Banyak bangunan yg rapuh

Semoga kedepannya somba opu bisa bersih ,nyaman ,dan mempunyai manajemen yg baik"
5,"Pantainya bersih dan luas, fasilitasnya lengkap, bersih dan tertata rapi jdi tidak mudah bingung kalau mau cari WC atau musollah, banyak penjual jajanan, ada penjaga pantainya dan tim kebersihan lingkungan, staff di pantai juga selalu memberikan informasi serta peringatan seperti di saat lagi pasang surutnya air laut serta batas aman untuk berenang"
5,"Pantai yang indah dan bersih, banyak tempat makan di bibir pantai, pasir pantai selalu dibersihkan sehingga sangat minim sampah. Pantai selalu ramai pengunjung sehingga sulit untuk mencari waktu-waktu dimana pantai sepi."
5,"Salah satu pantai yang sangat bagus dalam pengelolaannya. Pantai nya bersih, banyak cafe dan penjual. Sangat direkomendasikan untuk melihat sunset disini"
4,"Pantai laut lepas, tempatnya keren karena di pinggiran area pantai terdapat cafe2 yg menyediakan makanan dan minuman. Hanya saja beberapa menu serasa kurang sesuai dengan harga, hanyanya cukup mahal jika dibandingkan dengan harga. Tapi anggap saja itu dibalas dengan pemandangan dan suasana pantainya."
4,Termasuk pantai dengan pengelolahan yang baik yang ada di kota Makassar. Cocok untuk wisata keluarga. Pantai ini kedepannya mungkin akan jauh lebih baik lagi dengan peningkatan layanannya dan juga sarana wisatanya.
4,"Bersih, nyaman buat anak dan lansia... Sangat indah di sore hari .. bisa buat berbagai event..
Tiket lumayan murah...
Banyak penjual makanan dan minuman dingin.."
5,Temptnya bagus bersih banyak resto yg ada tapi sayangnya pagi pagi masih blm buka temptnya dekat dari kota Makassar
5,"Tempat sunset yang menyenangkan bersama keluarga, teman, partner, dll. Tersedia tempat sholat, toilet, kafe, dan  stand yang jualan makanan ringan hingga berat."
4,"Keren buat foto"""
5,Seru banget
5,Bagus
5,Bagus
5,
5,
5,
5,
5,"seru sekali, tapi waktu datang ada beberapa wahana yg dalam perbaikan.. sedikit kecewa, tapi gpp, bersih lingkungannya tapi air nya sedikit kotor,ban nya kurang, harus antri, semoga kedepannya lebih baik lagi😁"
4,"karena saya datang pagi jadi masih cukup nyaman. tetapi kalau di telaah sudah beberapa kali saya kesana tetapi selalu saja ada wahana yang terkendala dan sedang dalam perbaikan dan makin kesini makin banyak.. saran untuk operasionalnya  tutup saja kalau memang belum siap belum lagi waktu saya datang baru baru ini puntu utama tengah di renovasi.

ban juga tolong di perbanyak, jikalau tiba sore hari sudah banyak orang dan mereka berebutan. saran untuk limitasi pengunjung yang datang. agar yg benar benar datang bisa menikmati dengan baik dan tenang."
